name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
el113	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el114	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el115	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el116	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el117	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el118	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el119	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el120	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el121	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el122	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el123	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el124	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el125	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el126	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el127	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
el128	OTHER	µV	232	0.15	G2	other	512	n/a	bad	not recording
thor+	OTHER	Adim.	232	0.15	thor-	other	512	n/a	bad	not recording
abdo+	OTHER	Adim.	232	0.15	abdo-	other	512	n/a	bad	not recording
xyz+	OTHER	Adim.	232	0.15	xyz-	other	512	n/a	bad	not recording
MKR2+	TRIG	µV	232	0.15	MKR2-	other	512	n/a	good	not included
